
# Curve 0 of 1, 9990 points
# Curve title: ""data.dat" u 0:1"
# x y type
 0  1.9219  i
 1 -1.425  i
 2  0.4289  i
 3  0.7245  i
 4  1.4088  i
 5  1.034  i
 6 -0.2038  i
 7 -1.6086  i
 8  1.5679  i
 9 -0.9262  i
 10 -0.6736  i
 11 -0.4516  i
 12  0.3645  i
 13 -0.5548  i
 14  1.3  i
 15 -0.4136  i
 16 -0.7811  i
 17  0.4912  i
 18  1.4726  i
 19 -0.0342  i
 20 -0.5399  i
 21 -0.7048  o
 22  0.7238  o
 23 -0.2638  o
 24 -1.4685  o
 25  0.9861  o
 26 -0.0223  o
 27  1.13  o
 28  0.0127  o
 29  0.2495  o
 30  0.22  o
 31  1.5773  o
 32  0.542  o
 33  0.7155  o
 34  0.5903  o
 35  0.1738  o
 36  0.6071  o
 37 -0.3862  o
 38 -0.0307  o
 39  0.6378  o
 40 -0.8184  o
 41  0.9232  o
 42 -0.703  o
 43 -0.508  o
 44 -1.0759  o
 45 -0.4716  o
 46  1.3611  o
 47  1.2809  o
 48 -0.2609  o
 49 -0.2482  o
 50 -1.1097  o
 51 -0.2956  o
 52 -0.5597  o
 53  0.0913  o
 54 -0.321  o
 55  0.1791  o
 56  0.0482  o
 57 -0.3593  o
 58 -0.1711  o
 59  1.173  o
 60  0.8177  o
 61 -1.027  o
 62  0.755  o
 63 -0.1904  o
 64  0.142  o
 65 -0.8489  o
 66 -0.2128  o
 67 -0.9153  o
 68  0.9997  o
 69 -1.7656  o
 70  1.9044  o
 71  0.336  o
 72  0.4144  o
 73 -0.065  o
 74  1.2168  o
 75  1.6713  o
 76 -0.7227  o
 77  0.9374  o
 78  0.5055  o
 79 -0.4411  o
 80 -0.6776  o
 81 -0.6853  o
 82 -0.4293  o
 83  1.549  o
 84 -1.5719  o
 85 -0.7494  o
 86 -0.124  o
 87  0.1019  o
 88  0.8757  o
 89  0.5075  o
 90  0.0536  o
 91 -0.1431  o
 92  1.3534  o
 93 -0.3411  o
 94 -0.9194  o
 95 -1.0541  o
 96  0.8152  o
 97  0.726  o
 98  0.2006  o
 99  0.254  o
 100 -1.0364  o
 101  0.2706  o
 102  1.267  o
 103 -0.1488  o
 104 -0.7655  o
 105 -0.3981  o
 106  0.2945  o
 107 -0.0496  o
 108 -0.3982  o
 109  0.4253  o
 110 -0.495  o
 111  0.5025  o
 112  0.0862  o
 113 -1.3575  o
 114  0.9513  o
 115 -0.5059  o
 116  1.4394  o
 117 -0.4814  o
 118  0.1636  o
 119 -0.9412  o
 120 -1.9478  o
 121 -0.8948  o
 122 -1.0636  o
 123  0.8147  o
 124  0.2415  o
 125 -0.2651  o
 126  1.4854  o
 127  2.2247  o
 128 -0.5066  o
 129  0.3865  o
 130 -0.4349  o
 131  0.1314  o
 132 -0.9059  o
 133  0.7019  o
 134 -0.1158  o
 135  1.3858  o
 136  1.7026  o
 137 -0.7014  o
 138  1.4421  o
 139  0.5835  o
 140  1.1401  o
 141  2.1327  o
 142  2.1517  o
 143  0.5378  o
 144 -3.2068  o
 145 -1.3086  o
 146  0.5561  o
 147 -0.1684  o
 148 -0.8662  o
 149 -1.104  o
 150  1.3927  o
 151  0.5968  o
 152  0.2508  o
 153 -0.1562  o
 154 -0.7327  o
 155  2.0091  o
 156  0.3037  o
 157 -1.0485  o
 158 -0.8387  o
 159  0.5653  o
 160 -0.8082  o
 161 -1.0833  o
 162  0.4992  o
 163 -1.2956  o
 164 -0.7883  o
 165  1.1468  o
 166  0.7811  o
 167  0.4689  o
 168 -0.8737  o
 169 -0.0049  o
 170 -0.3952  o
 171 -1.488  o
 172  0.7381  o
 173  1.0642  o
 174 -1.1748  o
 175 -0.2372  o
 176 -0.0232  o
 177  0.0212  o
 178  0.0515  o
 179  0.54  o
 180 -0.5759  o
 181 -0.2392  o
 182  0.3537  o
 183 -1.4958  o
 184 -0.015  o
 185  0.8328  o
 186  0.8952  o
 187  0.5159  o
 188 -0.164  o
 189 -1.3355  o
 190 -0.3835  o
 191  0.2954  o
 192 -0.3797  o
 193  0.1688  o
 194  2.0623  o
 195 -0.8462  o
 196  2.708  o
 197  0.9124  o
 198  0.916  o
 199  1.2131  o
 200  0.246  o
 201  0.9701  o
 202  1.9881  o
 203 -0.2994  o
 204  0.3759  o
 205  0.6007  o
 206  2.1245  o
 207  1.0221  o
 208  0.6929  o
 209  0.85  o
 210  1.1388  o
 211 -0.9385  o
 212 -1.6659  o
 213  1.1117  o
 214 -0.6869  o
 215 -0.8019  o
 216 -0.4831  o
 217  0.3031  o
 218 -2.2829  o
 219 -2.6496  o
 220  0.0526  o
 221 -0.8469  o
 222 -0.7308  o
 223 -1.3595  o
 224  0.2701  o
 225 -0.6338  o
 226  0.3322  o
 227 -0.6292  o
 228 -0.1234  o
 229 -0.9096  o
 230  0.3552  o
 231  1.3019  o
 232  0.471  o
 233 -1.4697  o
 234 -0.4529  o
 235 -0.1627  o
 236 -0.516  o
 237  0.5073  o
 238  0.5138  o
 239  0.2208  o
